'chr'	'start'	'end'	'WT_1_H2Bub_scaled.bw'	'hrp1_1_H2Bub_scaled.bw'	'hrp3_1_H2Bub_scaled.bw'	'hrp1hrp3_1_H2Bub_scaled.bw'	'prf1_1_H2Bub_scaled.bw'
I	132325	133460	-0.11478929225568729	-0.17985178350877132	-0.0712943423266978	-0.4917842137761053	-0.7345712717199115
I	135660	135793	-0.5561672814358446	-0.9169115858866757	-2.1867319811555674	-1.9278484789052404	-1.196619042958644
I	138305	139335	-0.028198723283786205	-0.22791785888301516	-0.005768378915138623	0.09026599069243496	-0.33895355465342697
I	140693	141006	0.5899785098652489	0.7074320054473207	0.10100673658017534	-0.2676831370654007	-0.18117672520073744
I	145375	145932	-0.3167071134400432	-0.39486044824551425	-0.38253421759102463	-0.02439878949029388	-1.4380766155074487
I	145664	146082	-0.35928328306097806	-0.4881893285866559	-0.44142985832320447	-0.4269199330854323	-1.034374236258451
I	147136	147401	-1.1099715827770953	-0.8030841089503945	-1.0101517032902196	-1.6380626804423781	-1.7768865843988815
I	147612	147833	-0.47795049738290624	-1.5041502635942865	-0.7039861101235739	-0.830662072244273	-1.5808550882663122
I	148631	149224	-1.5869310981708675	-1.811238440064616	-2.1470818610054647	-1.6640313641618918	-1.3003662021525997
I	148697	148851	-1.3204455816900575	-1.5996843893806656	-1.8895285512719835	-2.08938019461446	-1.352442517876625
I	153668	154267	-0.10286581054180612	-0.8042492516002989	-0.7622608510848875	-0.5901730531369506	-1.2788795527437693
I	154166	154840	-0.05496106235702862	-0.2872732286797477	-0.21527171201274373	-0.488354190587804	-1.0697043767138121
I	156883	157337	1.4621144340164336	1.91317838351632	0.9943060704264872	1.1413121753852273	-0.4865658302926807
I	159146	159309	-1.6896925835521674	-1.0971055383696877	-3.3205407192370644	-2.877937980956095	-1.6572644871436746
I	160160	160440	-0.04513814925615277	-0.4610012780010168	0.6842722765036992	-0.3800255246460438	-1.1223801592631
I	161189	161402	-1.0421536478078421	-1.4854272321356294	-1.5170841049140609	-1.2994311787712742	-1.3405151854098682
I	161982	162400	-1.0035691154701858	-1.2841750476063725	-1.1025886374512357	-0.49259078799207745	-1.6521622928563489
I	163758	164196	0.03002591224676466	-0.41759170335611184	-0.7426100843777396	-0.7253531642496314	-0.9119401983406445
I	166296	166778	0.26261774255001447	0.9101482141933006	-0.14426994617425554	0.5434987034138555	-0.34874558235089687
I	168336	168907	0.2976457207690396	0.9094583004673914	-0.02368548732083136	-0.29269956780785955	-0.22002410262679573
I	170677	170766	-0.09024170752656593	-0.45809149742126465	0.04974794772903571	-0.611925739250826	-0.6289359552136967
I	171544	172600	0.5041454592618075	0.9610189391627456	0.3165163313258778	0.6275184102491899	-0.3512988665609649
I	172386	173429	0.6707213912188493	0.7530033046470049	0.6529816000802176	0.7345985019058417	-0.7026333926850974
I	176334	176535	-1.675389134468724	-1.1252806159987379	-1.6065447389782959	-1.7407012602583092	-2.2999363550499305
I	177980	179004	-0.10070197947323321	-0.24759662365540863	-0.04837734013795853	-0.056478753536939624	-0.9263311824202538
I	180717	180893	-0.04687334766442126	-0.04145856528140774	0.17443245429206977	0.5300008733333512	-1.7418440383943645
I	181235	181568	-0.2051920247328532	0.3994791623842609	-0.38515943321735	-1.2612573998468417	-1.0007539259062872
I	183318	184300	1.7149723582840741	1.6487830863999253	1.147683256968947	1.4275353023428052	0.07091609873256954
I	186630	186947	2.143206358896069	1.6546700570485569	1.3063718269488036	1.283185332367191	-1.087331630313058
I	188968	189487	0.03881937326945953	-0.6991710011238996	0.34576852082746795	-0.14110074078068424	-0.836849847117839
I	191061	191504	0.02025507104585187	0.270091070547599	-0.5810127747297691	-0.815930047671628	-0.6793541149522702
I	192397	192867	2.0341489822306533	2.0235470183352207	1.376327970941016	1.302442548503267	0.5939475672993254
I	194484	194870	-0.14752571455141472	0.15353578792334838	0.7312890231763761	0.06597916084134207	-0.12425303154678079
I	196712	197484	0.4927790684268419	0.7532822205048716	0.18589221147839655	0.10554253922563066	-0.18156563959306424
I	200781	201149	0.7069262853702125	1.242342738677626	0.5669869481074705	1.4476770389339197	-0.00818756143764957
I	202116	202504	-0.31234286446124315	-0.8596723587396219	-0.7779480172801263	-0.701947071205479	-1.3562527724455313
I	203764	203931	-1.6205636505595225	-1.4304514173975962	-1.2451453537284256	-1.3939370305952197	-1.1788647210080467
I	205237	205659	0.8500309565691586	0.9928420229298526	-0.04454939868477707	0.015792955997536814	0.2594440659481626
I	206897	207318	1.2469595983589064	1.3853147858112271	0.31923639911753426	0.24832281549936802	-0.5609679070949519
I	208107	208754	-1.29347784404961	-1.1891098962132307	-1.0136069083928925	-1.2366029549004305	-0.9704052119571974
I	209501	210164	1.3950133216686738	1.4427839576928325	0.8508091314076298	0.9247602363802537	-0.0994846131568311
I	212151	212589	0.668779340754986	1.4637662100193163	0.5373366145102401	0.23112755026200524	-0.4860031512764189
I	214130	214734	-0.36346322035305945	-0.18182536642628394	-0.6396059635656559	-0.8976413902906787	-1.2981168270999233
I	214420	214619	-0.09844121838634337	0.876704443189966	-0.23815320723282932	-1.0132777577069536	-1.6709043961673526
I	215492	216227	-1.0941359344084247	-0.8658994470729309	-1.0682314431345483	-0.8197802415003582	-1.1165900499540933
I	219082	219904	1.1111922263635046	1.4947518044724661	1.1026015834390681	0.8390590936888164	0.24473886800798478
I	222272	222850	0.53744957886256	1.3252229943716816	0.455101288397471	0.4799465579609145	-0.48266345199203975
I	225359	226639	1.360724513053894	1.7714862897396089	1.0825731773376464	1.015629989206791	0.1265765548348427
I	229651	230032	-1.3449999425667791	-1.0714028249262513	-1.1224652247166071	-1.8473736365323306	-2.4663474052909793
I	230738	230937	-2.5074365270796735	-2.7643142812815142	-3.0807207355547193	-4.129362357920738	-1.3708615552765042
I	232349	232918	0.5630514034346689	0.45055409401707575	-0.22023305864529996	-0.3462388801579945	-0.2345480193794821
I	233531	234031	0.5684829210042953	0.8257443569079042	-0.42504766820371154	-0.5415213271416723	-0.887376110330224
I	235656	235780	1.8387372359152763	1.9568181085971095	2.8596599390429835	1.8555785600216157	0.7648911584288843
I	236207	236674	-1.8127020965041134	-1.625975190284931	-1.9091254177900148	-1.4124802737726134	-0.6051219452882477
I	237197	237372	0.5191413989237377	0.39553319449403457	-0.31340574298586166	-1.292336802142007	0.018464831582137516
I	237235	237397	0.49190792478161094	0.57261663592524	0.07199438560156175	-1.4084665929829632	0.23547177481246584
I	238219	238618	-1.8346793860719914	-3.003855122061899	-2.2223992589721107	-2.2152395965461444	-1.402398711756656
I	238401	238641	-2.0326011886199313	-3.8038070728381475	-2.707743822534879	-2.392747857669989	-1.3276772387325764
I	238583	238740	-3.060763359069824	-3.2321769416711894	-3.2714105442071415	-3.5442965546990655	-0.5980319100888861
I	239734	240175	-1.4052595492122935	-2.4387402196927948	-2.984182332378396	-3.35953367486292	-1.0710294872454775
I	240112	240341	-2.0034275468780485	-1.665574631836737	-2.0090629086223752	-2.377678406811177	-0.8758660485585704
I	241514	242021	0.6789607857106	-0.13118752272876763	-0.4236797713536835	-0.6102911153426155	-0.3297133264986016
I	244912	245619	1.142246915667701	0.7979316379996135	0.2402753423546379	0.3140555804771868	-0.19905158086999977
I	246014	246794	1.1167879457084031	1.110818205267573	0.9274409892849433	1.010804430147012	-0.38901426805517614
I	247904	248089	0.20798691555454923	0.14451959737249323	0.3682829635167444	0.04686921798699611	-0.9500005480405447
I	248226	248393	0.5333126372919825	1.4128054266204377	0.20145276505611615	-0.05547738588320281	-1.1881829466291531
I	249165	249752	-0.07777861137362753	-0.5742266535270305	-0.09022860710859755	-0.48233671938235756	-0.33724844761928974
I	251996	252819	0.9867061923804579	1.1558142747566158	1.0822902042578955	1.2058358075870776	-0.118044778863251
I	256470	256735	1.1447733831855487	1.55571585331323	0.2961706663481891	0.34094707302327426	-0.23929628522469187
I	256784	257688	0.7705495442753345	1.083699921464498	0.9376026541785856	0.747549916495264	0.02970017964861035
I	265326	268189	0.6693876608509806	0.8372059889435977	0.7802513211547101	0.7864374362360629	-0.5326652578419836
I	271260	271627	0.23886031477029462	0.43301752148759465	-0.8326902401364569	-0.6380425650595969	-1.2082813500302365
I	271884	272170	0.19392738454825395	0.7661487267359154	-0.16886421353263142	0.4576098060795477	-0.4226641912351955
I	275757	276209	0.8576017152353198	0.737228733587359	0.16709995163758892	0.1785971070680998	-0.4086181742007292
I	277710	278141	-0.2825743389032833	0.03307413473172144	-0.5689830900431371	-0.620195410739449	-0.31033297624706946
I	277805	278953	0.19438916073443582	-0.21555155057940334	-0.6538093922777873	-1.0937640568935914	-0.5338715645660507
I	282280	282512	-0.7897214367985725	-0.3499784845826698	-0.9774407328202807	-1.1998319327831268	0.28071529919217375
I	286267	287733	0.8486526163213087	0.5644494331484765	0.6309658697682546	0.3440827414186069	-0.19377522624693658
I	290864	291395	1.2557046811908428	1.2159148773455575	0.46336066049195673	1.084511143227306	0.03620725398332498
I	292435	292892	1.6394918807486736	1.2310310677835143	1.8667135789044838	1.6369570214586655	-0.7020814838764182
I	295726	296861	-0.016233380153840855	0.42870704074473104	0.3165480362812328	-0.28476976870230114	-1.1033026220178812
I	299909	300541	0.9094554487662979	1.3174730985413623	0.4935787133120967	0.2969990012742862	-0.2807221844471119
I	303581	303871	-0.8260428678372811	-1.7093049900285129	-0.7933676722748526	-0.94636260435499	-0.6644944035801394
I	304792	304980	0.016065622640258456	0.6340241692167647	-0.232793713236188	-0.732160322843714	-1.8648551271316853
I	306184	306473	0.25113996757614543	0.11356722091721004	0.305418124586782	0.4305995868480278	-0.42742953851664356
I	307082	307401	1.2843824753940667	0.8702418920948961	0.9306448725136843	0.69567142750157	-0.36872505408282563
I	308592	309047	1.0956738684121723	0.8385681111078996	0.038290207186243035	-0.5046376785242951	-0.5752355471089646
I	310488	310819	0.3885121589971093	0.46054783813779177	0.3244164596421481	-0.14756626044146806	0.21161564564461793
I	313079	313559	-0.3283522946876474	-0.20184585180832074	0.07001306651557873	-0.21556232549676982	-0.6655742960205923
I	314642	314988	0.350551588988373	0.6165120888479872	1.114270938786468	0.6174625472267928	-0.6818228631759482
I	317485	317974	0.4056804653653277	0.2239738040144702	0.4835083181750799	0.03997364885541315	-0.3930885571917873
I	320803	321314	0.7510473960518487	-0.05662768839953245	0.11073931910638896	0.08785931341652621	-0.31607803888983454
I	322965	323547	0.7289188545376472	1.0562910018712794	0.582355508574403	0.5327900107373896	-0.501429908486448
I	324381	324721	-0.13577201353276477	-0.3617685049114858	-0.19227607955827433	-1.1996277982396457	-0.5862040957901626
I	327341	327731	0.49371847831285914	0.8260044674842786	0.6930845349836043	-0.12528468714310573	-0.2791592111858802
I	328544	328892	1.7536799911109882	0.324218726696864	0.9395012714653864	0.727010680598089	-0.6564357484872828
I	330564	331319	0.5424598742350443	0.42150695648611775	0.698065441486654	0.4169467002979868	-0.26156117904265197
I	333224	333401	0.016086179656529073	0.6855466247951917	0.23106182543403012	-0.5196027944316972	-1.1332474091632219
I	333524	333871	0.07020016714544049	0.29550590906131163	-0.11110980208608877	-0.0284427091679254	-0.39123928031591587
I	335368	335749	1.3013827597375305	0.921646586709761	0.3980049961429881	0.636311772770769	-0.34821199175957934
I	337238	337697	1.0332508287463573	0.754560994816242	0.6664548903188318	0.5023289913380588	-0.856295656502117
I	339038	339400	-1.4505768878107572	-0.8643527937363524	-2.1912019819185877	-1.6614238115964015	-1.5241927394221502
I	339461	339490	0.4620775415979583	0.4984247026772335	-1.8946589889197514	-0.562753623929517	-1.1411584718474026
I	340376	340986	2.2575339368132292	2.7199383946715807	1.531751742323891	1.8480765076934313	-0.5184423722815318
I	342861	343633	1.0935832713899527	1.1489613653773472	0.4063540127784631	0.664924045947472	0.22093187640599032
I	345940	346131	0.2560040843502389	1.1625152748292653	-0.3451870557954486	0.07286236638017975	-1.4267703936050076
I	348501	349326	0.8570580829967153	0.6706237610788056	0.28460066519072563	-0.07928571878491025	-0.2021907931241122
I	350955	351671	1.0607582538820512	1.1294932596843337	1.116326389761444	1.2271223928175825	-0.051239444801386175
I	351373	351834	1.2176285462369112	1.4755325887570412	0.4445041148476868	0.9354093926847628	-0.003107675551204516
I	355199	355889	0.38094009174020504	0.30004520409781	0.27847834444550823	-0.18144479184242748	-0.5730741241447411
I	357756	358187	-0.03480664813532353	-0.0972307256721133	-0.27786534786302153	-0.11745392194929644	-0.5585338366488016
I	358921	359078	-1.0365117746553603	-0.7044112025552495	-1.7089909368259892	-1.923045766961043	-2.0649046309434684
I	360018	360399	2.0085663207246878	1.8600074425144146	1.2406685749689739	1.5517085884499737	-0.20675682865102774
I	361612	361726	-0.9982967282596388	-2.3974783420562744	-2.7675180560664128	-1.9558711543417813	-1.1752257148424785
I	362514	363084	0.17009883827852543	0.7633218831137607	0.7424196425833527	0.42813816535891147	-0.1054284192621708
I	362657	363066	0.24565350119489038	0.8067765138260018	0.8711021293164174	0.664065682472693	-0.14270226003415426
I	365187	365206	-2.835234654577155	-3.182674194637098	-1.9971547189511751	-1.467542096188194	-1.8716684517107511
I	365795	366118	-0.16003878469847074	-0.6618041178851674	0.4939409410465659	-0.2670274931856722	-0.595330453117381
I	367318	367604	0.5949789169472415	-0.16615429947843086	0.3374185473820963	-0.0937445152264375	-0.08466395327391532
I	369097	369523	0.4266244251753243	0.3186703033465455	-0.6615797376408823	-0.6227054241891653	-1.4799400965372722
I	370872	371954	0.6502941926261634	0.36947030869517444	-0.1460952167722522	0.022132206879790305	-0.821343698272423
I	375188	376060	1.0873600440069076	1.2176480473509623	1.4143836999595714	1.270740400541813	0.1185636970100053
I	385208	385530	-0.027780804876021185	-0.23515444633012972	-0.27207014793009493	-0.060409096127480084	-1.2636546970154188
I	387069	387462	1.3730714818600176	1.391208807779026	1.4230358280601696	1.0541659015735596	0.12689023967992286
I	388511	388671	-0.7049425633624196	-0.6109312910586595	-0.20575195644050837	-0.3251283687146497	0.08116353284567594
I	388738	388983	-0.1703185952895758	-0.47072839966918134	0.5332170597144535	-0.04657352819601644	-1.2298390192644937
I	389971	390245	1.0961687036239318	-0.4960577218473828	-0.9081446998446745	-0.8961793078096026	-0.9727141959388761
I	390607	390808	0.5234974445543479	0.6385502832668337	0.9906141295361874	0.5969862370052148	0.2402085525294145
I	392943	394259	0.15745465552553217	0.2704297599096791	-0.19436014911686397	0.009781424977496766	-0.7301026701999653
I	399973	401230	0.9679345812072996	0.7374323389846935	0.7328482904183837	0.41917317773580737	-0.011526588373176619
I	400163	400864	1.271061005737744	0.6996370233308402	0.5302333219585337	0.36592089030333663	-0.014358775230515191
I	403361	404003	0.47283945321845255	0.9217115966487107	0.27592640585553285	0.0978390504925213	-0.7517823019673151
I	403374	403618	0.24520228848578868	1.0758563431560015	0.1670034608086113	0.1198511577409799	-0.6582384859440756
I	406719	407214	-0.08549210236718258	-0.48960559248472707	-0.005676092738944171	-0.6085899931463328	-0.32209631320503024
I	408246	408779	0.8245526605878046	0.895757821330881	0.47071494819425175	0.5478554570428873	-0.46326690020763067
I	413123	413785	1.1361393761508773	1.3592955554720139	0.9371664947478433	0.6707376348790892	-0.6911079367662124
I	414392	414539	-1.3171298771488422	-0.9714588656717417	0.16484373240243821	-1.6869253552689845	-1.269426895242159
I	416751	417627	0.7520303107832121	0.735819934165641	0.687659418201882	0.30291458449951586	0.06034205650085728
I	418349	418875	-0.10964432873270924	-0.018738076791960476	-0.834118216826152	-0.7797959761679909	-1.1766547681551298
I	421966	422978	-0.01630916313691572	0.02511345550476798	-0.324318623976274	-0.7368448307580155	-1.0812158119442905
I	424254	424582	1.7078716209748896	1.9616329135691248	1.1358699609593648	1.3824250788950339	-0.35376079774052815
I	426595	427005	0.08298927953285051	-0.2072843464954597	0.2584862198408057	0.022614412498092505	-0.6047597542041685
I	428801	429461	-1.760466879606247	-1.1110590878309625	-1.636577269570394	-2.434881297927914	-2.0384905897306673
I	429271	429513	-1.461476505049004	-1.3883053699800791	-1.8654408957347397	-2.0429806866921667	-2.2941512017210655
I	430281	430474	0.10164707187814107	0.31740953371054226	-0.6296456461395933	0.42819852926261687	-1.302502956801128
I	430561	430796	-0.5501255021450367	-0.1408367872555205	-0.6602440357208252	-0.11243007142651588	-0.6922494900353411
I	431221	431261	0.11325369789265097	-0.16675895154476167	0.7316286697983742	0.3428894095122814	-0.8080758050084114
I	431831	432296	0.5066940024770515	0.9374870284270215	-0.2182858015861242	-0.48716283398930743	-0.7224334497926056
I	434421	434741	0.8451254660263657	0.27508687583904246	0.7587627325206995	0.10804403956281021	-1.173152093961835
I	435340	435567	0.25388745786334976	-0.06342443564521058	0.46738238494826834	0.16062938832790213	-0.8330442634645012
I	437373	437794	-0.41503957044576556	-0.6693354963619182	-0.7435390628573447	-1.0155301562680767	-1.245542466003368
I	439360	439579	-1.8898061236290082	-1.0387732183824392	-3.2963572081909875	-2.564122146667411	-2.5036998355769677
I	443971	444846	1.0194405570765903	1.4005305632672989	0.6571623057774135	0.8421228871372767	-0.16372161603655133
I	446032	446051	-1.8776905222942954	-1.0511678786654222	-1.9629260019252175	-0.12208126171639092	-1.3642664269397133
I	446273	446372	-0.516818025497475	-1.720281805654969	-1.4145628936362988	-0.6351319434064807	-0.804902982380655
I	448718	449722	0.4283962355001989	-0.10300576217620971	0.4480314762753795	0.05760826015852362	-0.6464514505768202
I	451535	452210	0.432260254163433	-0.5246181514528062	-1.7465170639532583	-1.1935838138615644	-0.2722052644800257
I	462657	463128	0.09001661939922159	-0.4856076013146565	0.31440663310815825	-0.21129373283839276	-0.0731329632084619
I	469294	469592	1.7998007971968426	1.6176899363530561	1.0151136043487778	0.4306912422180176	-0.24605156256248487
I	470732	471484	1.2285349324662636	1.3809235713424834	0.5651920324518405	0.7255480916417659	-0.779827915221215
I	474053	474314	0.07975936850168924	0.7302314681339994	-0.4552616713786234	-0.3600061508145369	-2.2209183831781263
I	475543	475733	2.651615539350008	2.836682182864139	1.8109858873643374	2.9389430598208777	0.8212013823813513
I	477036	477599	0.17862384194312997	0.5367530879844146	0.829860031690786	0.09623153387365423	-0.8404398756779955
I	480014	480800	1.4165041522518673	1.3445998584192824	1.094419735912755	0.9600982490462504	0.22452010676509443
I	483263	483920	1.413575787703922	1.099151903000778	0.6512049137865572	1.0245998442808062	-0.7062264988143947
I	486472	487222	-0.06358553464369228	-0.09401357054213683	-0.15661536411941052	-0.7008563183347384	-0.6874024594128132
I	489109	489195	0.24348933197731196	-0.11228621369877527	-0.3964025153410296	-0.517349190836729	-1.6129188648490018
I	491080	491630	0.022582445429130033	-0.08254206810485233	-0.34913712926208973	-0.36313855337317696	-0.4431848742067814
I	491859	491902	-0.3079403001208638	-0.31353566639645153	-0.2585009842417961	-0.45385118348653924	-0.6346160367477772
I	495157	496542	0.8000570353153379	1.0437976334774968	0.9964460762932842	0.6202932564424695	-0.3425141345964012
I	498548	498787	0.22334059589702215	0.5511936177519076	-0.07301491187207369	-0.0771931500006545	-0.43365082829006046
I	499322	499767	0.5581403065891413	0.6689905829476507	0.4848075866913737	0.5204984767383404	0.23317043819789138
I	501218	501320	-0.18315211595857844	0.7306345213277667	-0.5373941668692757	-1.1819952971795027	-0.2946152329883155
I	501914	502078	0.252528013070909	-0.6327482915494773	1.1701503897471943	0.42918370050809734	-0.028078538456522837
I	502995	503413	0.7638875232144976	0.5513848038167475	-0.07980564278528166	-0.05909402465807612	-0.23290097926248704
I	504650	504775	-0.7664689898490906	-0.7997695803642273	-0.053139781951904295	-1.406853985786438	-1.7637400150299072
I	505312	505543	-0.19591539820809384	-0.4438110601592374	-0.38871007480404596	-0.7359544049093734	-1.4231851735672394
I	506132	506243	-0.32636751449322915	-0.05829785814559137	0.18603020302347234	0.12802586954313558	-1.418769182385625
I	507069	507337	0.1867561169357887	0.6566388680418925	0.5802778191308477	-0.660986736472418	0.2890860946404178
I	508115	508709	1.0420229728976484	1.2552330442751296	0.7925173662577816	0.7615064482395898	0.1365004631154465
I	510890	511091	0.44094070021192827	-0.04320527188739373	-0.06294110143066045	0.6728194203246293	-1.1049501565632536
I	512273	512827	0.4541394299044129	-0.0040997854208688015	0.07203084388949542	-0.29274669940506076	-0.8384949611062823
I	514361	514641	0.4139371234541094	0.25454152996784873	0.8744460756225245	0.08936561373993754	-0.2474901605796601
I	514791	515615	-0.0919798167353695	-0.4149351344988184	-0.18904735342970172	-0.8614459095475743	-0.20827736609190411
I	516649	517076	0.33592543626243393	0.32344669929216996	-0.1066117264249687	-0.7525511465430155	-1.028615743201008
I	517816	518217	1.081423495327148	1.9068802089762509	1.067826670601481	1.137133840202096	-0.3020886478137383
I	524742	525577	0.7651431949638322	0.3785774522884163	-0.43051352620838645	-0.31642885365743123	-0.2739264082423227
I	526718	526760	0.5977644821008047	0.5373964423225039	1.2498528531619482	1.31014164856502	-0.9434675517536345
I	527010	527023	1.1401400566101074	1.559749960899353	0.4510290026664734	1.090250015258789	-0.34849798679351807
I	527259	527267	0.7788230180740356	1.0290800333023071	0.2220969945192337	1.0130200386047363	-1.3717399835586548
I	527358	527416	-0.20975701921972736	0.6858942786167408	0.06175625875014169	-0.13582460479489689	-0.977557712587817
I	527587	528064	-1.339545167810762	0.2530412891297845	-1.4873334568626475	-1.3386428321182602	-1.3218563546737034
I	527691	527702	-1.9928100109100342	-0.251460999250412	-1.6959390965375034	-1.7089990810914473	-2.8880354057658804
I	528056	528330	0.22460313156471473	0.6861843220128195	0.06989315070592574	-0.29576653378070705	-1.0115945767649503
I	529395	529623	0.23207521587283464	0.197753789140271	-0.2979581643288073	0.0012779313000736007	-1.687472311028263
I	531130	531555	1.670088121470283	1.1650913427857792	0.6742660909891128	0.8375155497780618	-0.1700613542624256
I	532273	532752	1.1515515888409227	0.9396424019759781	0.2673340981557872	0.2985028773546219	0.5584747122604563
I	535058	535996	1.1020601554821805	1.5067932070343732	0.8570436769660348	0.9057404257442906	-0.2983429809674017
I	538962	539487	0.3207745201318037	-0.23455480541146936	-0.5798210049385116	-0.7554398256682214	-1.402722224337714
I	540341	540764	1.610373484327438	1.7954421931124749	1.2879287242607587	1.1076690134709044	0.24044739009358923
I	542103	542631	0.5424019159461639	-0.08432003680729505	-0.034776731814472994	-0.13427870144192694	-0.41675423882451
I	542626	543054	0.7140556643499392	0.8422661123570995	-0.13296190014753106	0.017024009558154602	-1.3525571629935962
I	542899	543464	0.25139158744904816	0.323429152616753	-0.7059183142881478	-0.23852548976222762	-1.1953079324842026
I	544665	545203	1.4171916505661153	1.0183827875936784	0.9582287530141249	0.9613818732336108	0.3912506463373128
I	547115	547567	0.6493379700170682	1.496321321786505	0.6701968504709348	0.5280169392812305	-0.2239982267198837
I	549103	549380	0.3030327609992361	0.053808158996518335	0.040030346531084726	-0.4872712321404623	-1.2643857092633575
I	549214	549661	0.36737122376276476	0.011049897940225182	0.3947469537537436	-0.24014007532656592	-1.187174226580317
I	552181	552888	0.19889616945170951	0.06664176631450147	-0.21392727435646838	0.005391506536151091	-0.8155638237274351
I	555697	555903	1.4662919663688512	2.039986347110526	1.6600925320560493	1.5052908896242532	0.5149079555084983
I	557168	558109	1.2545606453031077	1.6878259650300338	0.9649136963863555	1.3723669526022122	0.4790145537551734
I	559323	559737	0.8417227564667518	1.1289667782648174	0.8641377588563063	0.658464538536354	-0.8769208302154489
I	561162	561500	0.42356982974875607	1.0755653275540595	0.6113912791754919	0.7787546142715321	-0.673266479469968
I	564492	564782	0.7523104267901388	0.6526291891418654	-0.1806087888303566	0.1783547762524465	-1.101222642549667
I	566132	567229	0.837640387396869	1.246717165005457	0.7688033120808215	0.7877701434376247	0.18913260684191585
I	571699	572646	0.6698476947272843	0.6947215954982995	0.6055542656536967	0.24758909179139668	-0.6042674054364342
I	575267	575883	1.9786437651166668	2.2581676476961605	1.3225258593145128	1.917257101311312	0.30527089578182703
I	579199	579573	-0.4481482357782795	-1.7945524595956752	-1.1157836535557069	-1.2712714284817803	-1.8203994545707092
I	579884	580416	-0.28296800103402675	-0.2738333260570478	-0.6708470187745148	-0.1735219845366209	-1.167158672446035
I	583345	583873	0.7609880254180594	0.8320636924807773	0.41143492027891404	0.6460820894236817	-0.6392566666896031
I	585281	586085	-0.48809239933146764	-0.17309642991023277	-0.21179242523155403	-0.9475052671290155	-0.2328981910060294
I	585872	586479	-0.8931464371708708	-0.3279241768051019	-0.6869186466618071	-0.5474986355288393	-1.1807652535546063
I	586340	586917	-1.3119711215822494	-0.959661119163966	-0.7176107848950853	-0.2016736972186088	-0.5629674963672456
I	589709	590230	1.4269326007183134	1.4905977134169177	0.9743429010523029	0.35975108804152617	0.03499407246315605
I	591428	591790	0.007975164306921195	-0.6884061800964301	-0.32510936011184643	-0.4650971684707792	-0.401318963431851
I	593063	593484	0.8540607452958893	0.5624482787066004	0.5476808225882025	0.21043913136817063	-0.653689335545275
